,Ids,Dice_1,Dice_2,Hausdorff95_1,Hausdorff95_2,Sensitivity_1,Sensitivity_2,Specificity_1,Specificity_2,Surface_dice_1,Surface_dice_2,Precision_1,Precision_2
0,Patient_98613,0.8219597971792988,0.9966257480362231,10.677078252031311,1.7320508075688772,0.7111232676878191,0.9995784140676689,0.9995784140676689,0.7111232676878191,0.3412052526443751,0.9538714475333822,0.9737258874557699,0.9936904744564752
0,832_19_4,0.8407078682276069,0.9991766012212783,4.123105625617661,0.0,0.9191551173977235,0.9987359900499729,0.9987359900499729,0.9191551173977235,0.536255677441146,0.9842780146170906,0.7745981417190102,0.9996176013319864
0,1733_18,0.7878393818689122,0.9981009275445291,8.48528137423857,0.0,0.7636728549924736,0.9983837286762232,0.9983837286762232,0.7636728549924736,0.4139098268097685,0.9714665438161794,0.8135853976531943,0.9978182865793725
0,826_18_4,0.8468118966645051,0.9969092477977455,9.16515138991168,1.4142135623730951,0.7546089984607232,0.9993729563664001,0.9993729563664001,0.7546089984607232,0.30994962397596276,0.9538175453985608,0.9646829595602467,0.994457656693192
0,778_19,0.7821576488957697,0.9990740942273209,27.367864366808018,0.0,0.8779408269961977,0.9986110261631672,0.9986110261631672,0.8779408269961977,0.480591765176417,0.9834241736309867,0.7052184494977213,0.9995375919512866
0,Patient_10014,0.8872516156101922,0.9971612403319748,5.830951894845301,1.4142135623730951,0.864798186344239,0.9978135226311725,0.9978135226311725,0.864798186344239,0.532179387649445,0.9539195872414551,0.9109020760954049,0.9965098102846934
0,Patient_33517,0.8916135263795941,0.999380609093821,3.1622776601683795,0.0,0.9424904150691782,0.999072410745576,0.999072410745576,0.9424904150691782,0.6492617854950885,0.9886339582166368,0.8459481194710954,0.999688997649566
0,Patient_102016,0.4589512083903329,0.9983336493237104,30.01666203960727,0.0,0.33001075466253965,0.9995364390305963,0.9995364390305963,0.33001075466253965,0.28136044920150743,0.9797693616771307,0.7532630822655969,0.9971337508856735
0,7_19_4,0.8010646712450878,0.9991086472133679,8.602325267042627,0.0,0.725705186533212,0.9995737299696985,0.9995737299696985,0.725705186533212,0.5499294118473534,0.9881159247274413,0.8938888733223121,0.9986439970441879
0,Patient_98817,0.8488190333181533,0.995756805502922,7.0710678118654755,2.23606797749979,0.7852255001309393,0.998025395293149,0.998025395293149,0.7852255001309393,0.3227041868004372,0.9375437428536992,0.9236208766925148,0.9934985056868687
0,Patient_43414,0.6510476586958907,0.9929113425547498,61.40846847137616,3.1622776601683795,0.7947286374530447,0.9892780809035543,0.9892780809035543,0.7947286374530447,0.3466026944540262,0.9475748029237999,0.5513650007146601,0.996571389899875
0,664_18_4,0.8999389964922984,0.9992596838564592,2.8284271247461903,0.0,0.923198473043587,0.9990734517122021,0.9990734517122021,0.923198473043587,0.7561127997959493,0.9891753225034046,0.8778227366040879,0.9994459854428133
0,Patient_103614,0.747831106432828,0.9983253090308272,19.0,0.0,0.9147129062402658,0.9971171794102262,0.9971171794102262,0.9147129062402658,0.2655538908358186,0.972996700296744,0.6324464801068244,0.9995363697969589
0,Patient_55317,0.732941987978096,0.9989333123718054,13.892443989449804,0.0,0.7977507431127999,0.9986092760422364,0.9986092760422364,0.7977507431127999,0.4248127857189802,0.9817838656343221,0.6778720966565983,0.9992575590611766
0,Patient_62817,0.7136264270099587,0.9978713916115859,18.027756377319946,0.0,0.5755705749828582,0.9996536416013514,0.9996536416013514,0.5755705749828582,0.33753530746345184,0.9727495365437591,0.9388081163125099,0.9960954853429764
0,Patient_73415,0.6599518046191752,0.998587458625607,10.816653826391969,0.0,0.5074744951072246,0.9998353598041435,0.9998353598041435,0.5074744951072246,0.26656735791946884,0.9810255857648924,0.9434122929246014,0.9973426685915919
0,1360_18,0.7512553228783239,0.9986415348645783,19.339079605813716,0.0,0.6516007869790735,0.9994763353392493,0.9994763353392493,0.6516007869790735,0.48376199828264826,0.978845488515414,0.8868953428926163,0.9978081277400513
0,Patient_63916,0.3824725693532581,0.9945531266061197,79.71198153351854,3.0,0.4378611445164697,0.9934446705088843,0.9934446705088843,0.4378611445164697,0.1405246852905654,0.9512333962067009,0.33952351168476713,0.9956640590312401
0,244_19_4,0.9148680655168963,0.9997131947175232,2.23606797749979,0.0,0.8985616460797484,0.9997743180961708,0.9997743180961708,0.8985616460797484,0.8276113054456846,0.9960854649455041,0.9317772568205756,0.9996520788122402
0,1036_18,0.9064524245598226,0.9990960188357398,4.242640687119285,0.0,0.8545249942079192,0.9996830501058065,0.9996830501058065,0.8545249942079192,0.6275743326232723,0.9837780513599595,0.96509918261563,0.9985096765910044
