,Ids,Surface_dice_1,Surface_dice_2,Surface_dice_3
0,Patient_98613,0.41791617701787953,0.5808279916992338,0.7069303314861445
0,832_19_4,0.5124425290637905,0.7161030791673857,0.8964231548654614
0,1733_18,0.5043169788890889,0.6950058208444305,0.8271276280670318
0,826_18_4,0.3734683468360166,0.5521778890780908,0.7152682285878764
0,778_19,0.4866265507996347,0.6837753339036977,0.83957474843929
0,Patient_10014,0.5383434818191944,0.7353229091615925,0.8794349223541912
0,Patient_33517,0.7205336076004706,0.9034876426423839,0.9753722092879086
0,Patient_102016,0.31594177509162663,0.4643443127371243,0.5849275683424756
0,7_19_4,0.532386737257595,0.6782501783823159,0.7704455661045015
0,Patient_98817,0.34860401283543013,0.5203293435944585,0.6832761462607222
0,Patient_43414,0.33286447820740767,0.4899786778880037,0.6302211396597505
0,664_18_4,0.7786100855774317,0.9205134631989083,0.9732627029676659
0,Patient_103614,0.32135738415268206,0.4997524840655056,0.7259324668324655
0,Patient_55317,0.40946831446847376,0.5723869687873949,0.7263635871955466
0,Patient_62817,0.3579945650575937,0.45460375632662886,0.5510488099289166
0,Patient_73415,0.24013702222169891,0.3634358405074647,0.5097733037299289
0,1360_18,0.5169638194612937,0.661777245098806,0.741747981350882
0,Patient_63916,0.08688683744409775,0.13122316477762158,0.18458229328443868
0,244_19_4,0.7998669827324985,0.9508293825461255,0.993546684735376
0,1036_18,0.6408813795134429,0.8026266643365246,0.9109407130045607
0,1366_19_4,0.41339601668498416,0.614432855969772,0.7781993127814701
0,1769_18,0.723769828837942,0.874312286079483,0.9447171950652397
0,Patient_30515,0.4241953658631392,0.6367039674636197,0.8005905428691884
0,Patient_4314,0.47053912098029244,0.6566979777107232,0.8012044860917779
0,Patient_20717,0.4310465635774128,0.6344909164856128,0.8047681238795519
0,Patient_56716,0.011319497975236183,0.0222427888062961,0.04423741019426955
0,983_19_4,0.6970690884158199,0.8494974828360409,0.9355400733511435
0,725_19_4,0.4165357921492801,0.5556172663330899,0.6570627567802725
0,1295_18_4,0.15992189109866847,0.25181780784928565,0.3250269402997882
0,Patient_135915,0.5458380503605723,0.7756985953383733,0.9228598231501219
0,1185_18_4,0.5165310211728652,0.6354521633014684,0.714999501968188
0,Patient_107017,0.4215215723539771,0.5962422918334619,0.731979389348844
0,Patient_61715,0.5213525726924527,0.7184407263038987,0.8605599767049319
0,Patient_73717,0.281650395353325,0.431270765770373,0.5823434734945958
0,351_18,0.6339557949171211,0.8394896794428448,0.9377420401173888
0,1501_18_4,0.6442480046076955,0.7671083608095352,0.834078080193374
0,Patient_46311,0.5788997445324046,0.7872806674600652,0.9171492530509295
0,1255_18,0.5642308789949554,0.7663296145442958,0.8722915559638174
0,668_18_4,0.663247620850844,0.8493304478920026,0.9425162899781686
0,Patient_99715,0.4452827299008116,0.6291091740824195,0.7651838895312403
0,990_18_4,0.44352148168695466,0.6363002341398933,0.7829894742086515
0,Patient_96316,0.660168802374024,0.8412887219529344,0.92978058746717
0,Patient_2317,0.42237814215146385,0.6185091519731527,0.7739676835054812
0,1546_18,0.7289492319965023,0.9173988044144541,0.990863958402333
0,Patient_24616,0.6047402457281584,0.7836169571614112,0.877115012253634
0,Patient_70716,0.3641747171393115,0.5749446936130496,0.7847060157524987
0,662_17,0.3083829054963004,0.5069731758553817,0.7261700597010533
0,322_18_4,0.6961925011693104,0.8383599714207014,0.9113123326577627
0,1764_18_4,0.7371226165759089,0.8697913704494924,0.9261719430326759
0,Patient_35416,0.44177053626893886,0.6243684209532104,0.7841284850766915
0,1331_19_4,0.5440838792388419,0.727223120158077,0.85507477748805
0,Patient_71815,0.6280658468977749,0.8327165581032756,0.936583291330809
0,Patient_90616,0.5894387122393394,0.7950099632737038,0.918216031661426
0,788_18,0.7938252563304199,0.951736307751764,0.9942564301374365
0,64_19,0.6314869524365424,0.823742461262671,0.9392881827260502
0,661_19,0.39478020243654727,0.5373310821512005,0.6666430737575246
0,Patient_17516,0.511551345958236,0.6900936881986419,0.8192583532289144
0,1357_19_4,0.6648545179093946,0.7936204984171842,0.8804118510334553
0,349_18_4,0.5977829335133116,0.7868514273614831,0.919609630302819
0,Patient_51815,0.49539181266421606,0.6404141968817506,0.7498595651938341
0,Patient_83314,0.1444580479344147,0.20511128945937673,0.28466313975424334
0,979_18_4,0.31372382751299815,0.4621196680683142,0.6157025252429713
0,Patient_123816,0.6789526156262823,0.8744496885362955,0.9688740056618015
0,856_19_4,0.7121755811203033,0.8667438427228595,0.9233718333806851
0,Patient_61017,0.2913131526624066,0.4382482880277678,0.562811063476415
0,Patient_41117,0.08882107456347535,0.15492229091418716,0.2367537461532804
0,Patient_64117,0.678371881737018,0.8810682308606591,0.9741427952438493
0,Patient_74417,0.6497762116224098,0.8499537212253224,0.9464944719934453
0,Patient_15817,0.49438780857913167,0.689298219819208,0.839105698772874
0,Patient_24517,0.6223287155784808,0.8195292538003333,0.9417511395267739
0,450_19,0.5914515694113482,0.7268760519851662,0.8222773446815627
0,1274_18,0.4569251235446688,0.6686506480898202,0.8438843773968507
0,Patient_92514,0.38847150156796134,0.5791472331011924,0.7493649138634272
0,907_18,0.528187076884493,0.6882621594881727,0.8322149857038127
0,25_19,0.8114171568570558,0.935806274748557,0.9849423279613685
0,1788_18_4,0.10771203098710083,0.15419550065850465,0.20554758220246422
0,Patient_140316,0.2926692063678948,0.4687514999872995,0.6663449809595708
0,102_19_4,0.441564384145764,0.5806525308404217,0.6928719045342506
0,Patient_120115,0.457068641075975,0.6168839444840961,0.7334696913354041
0,Patient_27015,0.42464263591100015,0.6124365501812206,0.7815770986170607
0,1254_18,0.5284377391283261,0.7350176878527543,0.872941326900045
0,140_19_4,0.821750628106791,0.9394852503221123,0.9725780530856014
0,337_19_4,0.15780980218430693,0.26361250250245544,0.38820404045455037
0,Patient_127016,0.1792800933386978,0.2844359460220298,0.4064939054858124
0,Patient_131416,0.4304380258020344,0.6029038079401449,0.7514063508477202
0,Patient_41817,0.39892525089375497,0.5788718338382866,0.7178630979109178
0,633_19_4,0.6951511220546833,0.8724562956529985,0.9434153143944638
0,104_19_4,0.5831283478856567,0.7467529577059844,0.8527048463700638
0,Patient_1000815,0.6694294391964288,0.827832441472498,0.9098849970891779
0,Patient_24717,0.4225718911587951,0.6330247655698138,0.7982808675590402
0,Patient_716,0.5072431565209404,0.7203918644232469,0.8823183001673485
0,Patient_55314,0.47121656219042224,0.6651028223968173,0.8194066498053189
0,Patient_130514,0.5437789886908516,0.7232808322147944,0.8379696807997447
0,Patient_83714,0.5194374038355708,0.7545295112776871,0.8948560113218595
0,Patient_83217,0.6625379504670807,0.8421902680389715,0.9473080236952509
0,Patient_60714,0.3006577530202719,0.4888145019472531,0.6690719611750113
0,374_19_4,0.5018052375181442,0.6699052206190232,0.7859628332834873
0,1744_18,0.5811996554155757,0.7633854744481061,0.8850302071239525
0,Patient_17416,0.7036122335550817,0.872314411960501,0.9536700643986602
0,Patient_132216,0.358105754613275,0.5273062951768932,0.6932162085559441
0,1686_18,0.40544297099105686,0.5890986969156451,0.7324407347119855
