,Ids,Surface_dice_1,Surface_dice_2,Surface_dice_3
0,Patient_64117,0.6318546540349265,0.8406176111835365,0.9554984755628669
0,Patient_74417,0.6678348887981759,0.8800579831930515,0.9625707348752659
0,Patient_15817,0.4790282738768266,0.6819478903938956,0.8333139126247289
0,Patient_24517,0.653229346549467,0.8378584583987845,0.9499118248612871
0,450_19,0.49028080382630607,0.6213153436727754,0.7306923940352364
0,1274_18,0.6609292053493638,0.8498549561982376,0.9528127546905929
0,Patient_92514,0.3749590967865593,0.5626423218567222,0.7445992689074078
0,907_18,0.5567807119779489,0.7617519233810778,0.8955583453564885
0,25_19,0.7041932086472715,0.8745168442248505,0.9683524382735209
0,1788_18_4,0.4157208240047878,0.5662535278877382,0.7081106956886918
0,Patient_140316,0.27844874663278635,0.4278220681913087,0.6292474954024356
0,102_19_4,0.38208356032455265,0.5263972898865533,0.6713996039041386
0,Patient_120115,0.5409273347641591,0.7162560639348664,0.8373666936095561
0,Patient_27015,0.4287065424003024,0.6093992262895367,0.7707526946886561
0,1254_18,0.511250692033836,0.7069721336383976,0.8392749378636545
0,140_19_4,0.8709881425518935,0.9512998345816616,0.9795404793818975
0,337_19_4,0.2588496982800054,0.41846881807831354,0.6108255987800352
0,Patient_127016,0.4459588482857796,0.6562968541798723,0.8261323309489444
0,Patient_131416,0.1897018746217438,0.2840149698427842,0.3869493930104736
0,Patient_41817,0.42991257401115024,0.6107270423976215,0.761800629071673
0,633_19_4,0.6785510290999368,0.8558769507053902,0.9469054322480606
0,104_19_4,0.7132842859204939,0.8552336797355888,0.9359360184930341
0,Patient_1000815,0.6938206148890557,0.8489882526310175,0.9162921723353478
0,Patient_24717,0.5519954490739222,0.7470276664800898,0.8789426331593496
0,Patient_716,0.4230520915034953,0.6217690853653174,0.8176512729325035
0,Patient_55314,0.37669306204342945,0.5377066148006789,0.671499361259112
0,Patient_130514,0.4354758235636726,0.6251973469759613,0.7650690926006866
0,Patient_83714,0.6099816015005117,0.8140628486496693,0.9250754514752476
0,Patient_83217,0.6227421602765221,0.800064209842159,0.9227996903713407
0,Patient_60714,0.40207025777998323,0.5925714265552683,0.7527153334559633
0,374_19_4,0.4663017451053447,0.6581315949616269,0.7953472977648345
0,1744_18,0.3731971642496329,0.5465877332777663,0.7231576987051644
0,Patient_17416,0.7004234603686212,0.878185314808743,0.9617823154813389
0,Patient_132216,0.27987624559757857,0.377905041925393,0.4845686946565533
0,1686_18,0.4076736229493178,0.585184688665673,0.7068736228565858
0,855_19_4,0.4147083922389201,0.5941986819377438,0.7014262585665773
0,Patient_39717,0.40310093466836366,0.5876374899063307,0.7652631450848218
0,Patient_38614,0.22536092202522998,0.3306595842281506,0.4424131755531257
0,497_19_4,0.6513097169883978,0.7914020764921086,0.8588681567752544
0,1019_18,0.6619203014167192,0.8461003029781571,0.934919023798328
0,Patient_33217,0.5568172468215067,0.772616779510155,0.9200149827273936
0,Patient_112916,0.40624738408757644,0.5843659263692959,0.758900498730392
0,Patient_84917,0.6109948490396048,0.77886045637703,0.8907203641180524
0,1072_19,0.7439815438112425,0.8660638047427981,0.9259918022715413
0,105_19,0.309933780612106,0.47427187666897397,0.6422392178401614
0,Patient_82916,0.46585261434195585,0.6582044979623211,0.8211386174029589
0,1345_19_4,0.17518475133591047,0.2586558264401477,0.361041843308553
0,1220_19_4,0.758496245684783,0.8708880696110926,0.9373718655099006
0,285_18_4,0.6494500481964528,0.7704704549238677,0.8436478797946355
0,1776_18_4,0.647883711049994,0.824217965757171,0.9238390434640168
0,Patient_43515,0.6443044322068513,0.8410593989855022,0.948179160361627
0,1112_19_4,0.39950883017842154,0.5771045661019156,0.7150467486220761
0,75_19,0.6455305805793223,0.7717895059032646,0.8491528573482711
0,745_18_4,0.630298283400076,0.8144363807972204,0.9234434891606238
0,1781_18,0.6374866034940896,0.847752828523624,0.9503535227347977
0,22_19_4,0.70995747322643,0.8953465775243628,0.9718180796418725
0,Patient_90517,0.5462015684723549,0.7283241497427788,0.8402529218034025
0,Patient_109414,0.39947615225890637,0.5953817028607092,0.7456431917564768
0,Patient_713,0.48832081871644284,0.6435759219596844,0.7266363063292993
0,1032_19,0.5868257950950888,0.7679370734365002,0.8804959363552911
0,Patient_5117,0.4418976274876291,0.6157319318871068,0.7526960269605587
0,Patient_105914,0.6035448640077259,0.8004055873548361,0.9123371193766991
0,582_19_4,0.7788935939526864,0.8964675199039193,0.9487654096575164
0,1029_18_4,0.37079237152763245,0.5195781431932331,0.69490801528344
0,454_19,0.18845822066453027,0.2697791627007157,0.37831878817947556
0,Patient_24117,0.6311103357019889,0.8417573269678266,0.9583762806223693
0,Patient_15215,0.17913784517848372,0.33533047712638453,0.6160446762154597
0,423_18,0.7049031516178026,0.8659322581110144,0.9561425432268332
0,1159_18_4,0.7837600343309015,0.9167651922322566,0.9703426641728186
0,Patient_127515,0.3702468567847439,0.5274785660566522,0.6595374400816825
0,608_18_4,0.567661375718345,0.7485206652902062,0.8576267936412798
0,Patient_108314,0.4549502403520715,0.6511028896105826,0.7993428507106375
0,Patient_1000314,0.41594582534221997,0.6072861120444258,0.7465484329135145
0,1746_18_4,0.6114085737482393,0.8466854141474753,0.9644314232956763
0,1799_18,0.7068643915951915,0.8539441478353584,0.9126764837043707
0,746_19_4,0.8254702268671076,0.9428138819972404,0.9884242297650738
0,971_18_4,0.7615397634320261,0.9025252648510207,0.9644974400341554
0,Patient_104316,0.3501657591734497,0.4836027909036391,0.5825599831511573
0,Patient_129415,0.35613908747807244,0.5191188217496244,0.6791628887917023
0,Patient_30614,0.6628121982908401,0.8313360778364238,0.9225472623562854
0,Patient_144116,0.579270874456876,0.7844447140980016,0.9202436462100803
0,204_19_4,0.5261490859152311,0.7224727859064441,0.8539652908610159
0,1258_18,0.8534940842029931,0.9659482166168876,0.9986153488078322
0,Patient_40714,0.5289545567419123,0.7088956947132522,0.83778645537877
0,409_19_4,0.5631630463706598,0.7406347859372625,0.8674581585626334
0,142_19_4,0.5694617392425513,0.7393465301515113,0.8574330898558649
0,Patient_158716,0.44346674881238773,0.6027022172695929,0.716717275447775
0,688_18,0.18560103498660574,0.32800157527340773,0.48394793303380046
0,214_17,0.6734609577435497,0.8413985049276144,0.9219614738922493
0,Patient_108816,0.471635493468155,0.6614804313277174,0.8005032267145997
0,1034_18_4,0.6734661687948574,0.8148604076074212,0.8972413861370631
0,Patient_113016,0.3960445389235362,0.5831557927767799,0.7560946992326826
0,558_18_4,0.7593062282222549,0.9039316966426308,0.9608241704245628
0,1702_18,0.6227935396843167,0.8088931328697047,0.8980698544022947
0,Patient_133916,0.3821217683675339,0.5391427118901271,0.6658289822436146
0,1668_18_4,0.5664572822709679,0.7224416719020089,0.8368563890357845
0,1275_19_4,0.7741819042907366,0.9127621452841539,0.9625092791955255
0,518_19,0.5342149589891397,0.6989055604770592,0.7911199783563055
0,18_19_4,0.644923666259545,0.7811498055181031,0.8431208429888197
0,660_18_4,0.49483708679824207,0.6575863805264511,0.7933875536077845
0,423_19,0.4634225965328547,0.6255045712074662,0.7220460607966783
0,Patient_65516,0.31955329315559733,0.47149929511836497,0.6186688082359575
0,Patient_84116,0.5777998009584688,0.7597163919759684,0.8723777131518778
0,Patient_115615,0.41926005245950904,0.5782339085270322,0.7291338652752855
0,1164_18,0.7459612141708037,0.906711704319667,0.9533454698746403
0,197_19_,0.6809582693780106,0.8412462622655512,0.9167663160881452
0,1258_19_4,0.3049367489962297,0.44808084724332664,0.6146849980505111
0,1043_18_4,0.784748660001511,0.8987314425953834,0.9698267980782976
0,Patient_154816,0.5460742308274685,0.766939337597211,0.9118649350276797
0,Patient_76516,0.6670340338384507,0.8636584595254708,0.956418293157772
0,Patient_69516,0.5855964136657755,0.7420129711728676,0.8585782685131541
0,606_19_4,0.6578595935811908,0.8242494519016013,0.9163150428970612
0,705_18_4,0.2223551515528686,0.32400063478033286,0.4067580428342629
0,Patient_69515,0.3033585679947423,0.460320350765301,0.6242356363884508
0,8_19,0.48209095632622756,0.662792868026094,0.8167840108481504
0,Patient_17717,0.5376361606114709,0.7544455923668012,0.9185728408245748
0,Patient_161316,0.645781348663399,0.844891097160485,0.9407159624687299
0,Patient_53915,0.28556019555031986,0.44067572337001637,0.5855887052134316
0,Patient_50815,0.37327595641379774,0.5755087213951807,0.7602732672706158
0,138_19_4,0.7760439293143334,0.9229542435582851,0.9608527310132606
0,555_19_4,0.4344197641335612,0.6086245248218819,0.737918666279559
0,195_19_4,0.46951141056835655,0.6267602032964023,0.7424884801100051
0,1229_19_4,0.39065778157171,0.5566009477540718,0.647088548241237
0,1573_18_4,0.6336427802289688,0.8170736670490982,0.9236075074329024
0,Patient_41813,0.45195094099196076,0.667159284284898,0.8491150717722753
0,Patient_65914,0.3575045962583603,0.5711909748926169,0.7661658109609596
0,Patient_12417,0.6498406787472503,0.835813103970576,0.9301251268156067
0,Patient_50214,0.2572641883823029,0.3717229379224495,0.4834308298898946
0,1635_18,0.7547179399792365,0.9054313458284861,0.9654560779847894
0,Patient_107414,0.35363844704883457,0.5498760527392094,0.7558404862730431
0,1146_19_4,0.7167317509504801,0.8989370278962996,0.9661409416845101
0,Patient_2514,0.34146688786437146,0.496513136803311,0.640566896966279
0,729_18_4,0.6946901317140657,0.8631010743303621,0.9532852525924824
0,Patient_140915,0.2679367201263467,0.39812084584238955,0.5069526986663764
0,1266_19_4,0.23613326108507096,0.400272310628554,0.5930440580437317
0,Patient_75116,0.30128641785314375,0.48855756179389864,0.7052368716850612
0,Patient_101916,0.5989771750191358,0.7912393358912951,0.9193215643311519
0,309_19_4,0.7124774528691933,0.874010047326212,0.9480954934045364
0,Patient_92114,0.5614833664417319,0.7561519341421861,0.8946232189416191
0,Patient_59315,0.30975133490403833,0.44292858521673517,0.5792427015650967
0,Patient_89015,0.41792581276686264,0.6205058450250687,0.8055365621118555
0,713_18_4,0.5067517308618371,0.6964750263232167,0.839299950344931
0,Patient_146716,0.5876273148248042,0.8009451420221539,0.9360804544979613
0,1464_18_4,0.4923827599253655,0.6370397461048295,0.7445226366221365
0,831_19_4,0.5794757753246805,0.7543118338112071,0.841830316746934
0,634_19_4,0.5626123335529588,0.7510655354555569,0.8961200936256285
0,Patient_57713,0.6742906240864841,0.886930265984105,0.9744472280949608
0,1394_19_4,0.7268729881629359,0.9009602007438775,0.9757295027175593
0,Patient_138516,0.41118752023188954,0.6354757609810827,0.8134326469559023
0,1463_18_4,0.5893271813558276,0.7854763015899572,0.9170205622677602
0,1750_18_4,0.7137936726968527,0.8693065771901258,0.9434868638961694
0,32_19_4,0.42911408955992886,0.5847850954260465,0.7065429601859683
0,Patient_119115,0.5564762149981407,0.7837309466274203,0.913420866669672
0,Patient_80117,0.5849570122829436,0.7872698316797154,0.9124641953545484
0,Patient_45217,0.6420310093796948,0.831747095054384,0.9300098395318028
0,299_19,0.6285390891202886,0.7986592544745734,0.9143688583754096
0,Patient_136915,0.5387161441310063,0.7616209175028351,0.898330507541582
0,Patient_71915,0.4226936100864394,0.6212585977654105,0.7967273629311368
0,Patient_1001316,0.5333357537623542,0.719838973753588,0.8395037655101769
0,Patient_90014,0.37868817035996916,0.5643453770302775,0.7359774176325583
0,1216_18,0.5979273326284156,0.7767583411850483,0.8781481978743408
0,1685_18_4,0.5024209062660578,0.6805559048218167,0.8169159169145249
0,Patient_49617,0.6108678766984121,0.7872331627086299,0.9002177337834976
0,Patient_62615,0.604450511550947,0.8053756119905668,0.9113103599480724
0,923_18,0.3975247130006182,0.543084483613989,0.6925063075135268
0,1539_18,0.36419181174888715,0.5339665907551799,0.6686758197488818
0,Patient_18215,0.36024902244076296,0.5750535211927378,0.7966601554144764
0,Patient_125416,0.4563831188227288,0.6057828903302928,0.7254522847466894
0,Patient_110816,0.4420946821097344,0.6347809375465098,0.7754514033661957
0,Patient_102117,0.3781925987361924,0.5524786255338664,0.7116887545843829
0,Patient_129316,0.4281439393779782,0.6029144638491469,0.7665917158626627
0,573_18_4,0.6808183569675923,0.8351170220556032,0.9241492430841654
0,1326_18,0.3022004671892499,0.4635724813499555,0.6871159263689534
0,Patient_136415,0.5569294892587051,0.7450366181748737,0.8602755979624687
0,1056_18_4,0.604068312015641,0.762574240065258,0.8371274541301534
0,1151_19_4,0.6612242213876758,0.8309087777261387,0.9355393241909077
0,946_18,0.3738292552741112,0.5146615460481319,0.642422161617076
0,Patient_71212,0.6603840873196773,0.8286986490595258,0.935785578594075
0,1230_19_4,0.5252640236342097,0.7007604653372276,0.8192765393305842
0,Patient_48517,0.339557373787216,0.5318129624062313,0.7298710407371205
0,1214_18,0.7910416496275794,0.9263931483506077,0.9796133506599003
0,Patient_88917,0.2917887234221939,0.4566466507899828,0.5987683980938869
0,1541_18_4,0.6559584035061838,0.8150769180660876,0.8940826796174933
0,1470_18_4,0.5469280018825567,0.7012190907098632,0.7975817244937662
0,Patient_111016,0.5223404694330023,0.7313736218429955,0.8749921144778212
0,Patient_48417,0.3986189344687021,0.5882921648718923,0.7819704129464784
0,Patient_97416,0.383559706489393,0.5704208290765157,0.762274639913654
0,1184_18,0.516267809255884,0.7534813573431907,0.8554121390213472
0,10_19_4,0.6737279496929437,0.8820780877211559,0.975331699374774
0,90_19,0.5749702280402429,0.7173751516219491,0.8063273631466823
0,575_18_4,0.6059009522897438,0.8049409713019368,0.9326153346546899
0,1770_18_4,0.5177665002977699,0.6871999597894781,0.8023267700113923
0,255_18,0.5930354154565223,0.7859077017907431,0.8789501262441833
0,Patient_66615,0.5118684738975581,0.7072933721921457,0.8700190502760082
0,Patient_136715,0.5021735037697813,0.6926695256019545,0.8373443025377544
0,Patient_108316,0.4189164898717302,0.5973556741540195,0.7538187760317114
0,Patient_122315,0.1613368144627017,0.30101678880041843,0.48809413694083076
0,377_19_4,0.24190072372915888,0.31329717741526136,0.3750346442579025
0,1566_18,0.48420604426576447,0.6755504122511948,0.8157846238359403
0,925_18_4,0.5194474967363076,0.654112349166641,0.7864796682093564
0,747_19_4,0.6108699908859653,0.8119716396972012,0.8987940474158758
0,672_18_4,0.4555759418415443,0.5755663684617434,0.6828745411931388
0,541_18,0.6677069411582701,0.854159339432279,0.9606475151887134
0,Patient_31315,0.585273533062369,0.801302198247153,0.9264158042425052
0,1393_19_4,0.7004458683399742,0.8747878047069403,0.9398889404147258
0,1743_18_4,0.37982518338826077,0.4745237173970814,0.5508285635373303
0,Patient_3614,0.6159972613191107,0.8219403217173208,0.9260846433223134
0,826_19,0.663531828414493,0.8425502723850483,0.917581695340156
0,1170_18_4,0.35847456080535484,0.4751468437419965,0.601106194927056
0,Patient_22117,0.3558518853988132,0.5261864846969216,0.6754236228129044
0,17_19_,0.09376588997509357,0.19851091096143555,0.33576586587149976
